ngram,hawkish,dovish,total,prob_feature_given_hawkish,prob_feature_given_dovish,polarity_score
조금/MAG,621,313,934,9.767483559642204e-05,6.18105922027419e-05,1.5802281148843162
인센티브/NNG,679,252,931,0.0001067974450402,4.976443845076984e-05,2.146059482734064
저신용자/NNG,590,338,928,9.279895813508698e-05,6.674754046174685e-05,1.390297792145169
메타/NNG,615,313,928,9.673111737809914e-05,6.18105922027419e-05,1.5649602103926803
인증/NNG,640,287,927,0.0001006632766211,5.667616601337676e-05,1.7761130242534868
저렴/NNG,591,332,923,9.295624450480746e-05,6.556267287958566e-05,1.4178226790041588
지원금/NNG,643,280,923,0.0001011351357302,5.5293820500855376e-05,1.829049517906042
이메일/NNG,702,218,920,0.0001104150315437,4.305018881852312e-05,2.564797845817424
입지/NNG,620,300,920,9.751754922670156e-05,5.924337910805933e-05,1.646049747581591
안팎/NNG,605,304,909,9.515825368089428e-05,6.003329082950012e-05,1.585091411216356
이르/VA,589,318,907,9.264167176536647e-05,6.279798185454289e-05,1.475233264341992
겹치/VV,616,288,904,9.68884037478196e-05,5.687364394373696e-05,1.7035729914486897
상당폭/NNG,607,297,904,9.547282642033524e-05,5.865094531697874e-05,1.627813940668012
벤처/NNG,619,278,897,9.736026285698108e-05,5.489886464013498e-05,1.7734476567991495
첨단/NNG,603,292,895,9.484368094145328e-05,5.766355566517775e-05,1.6447768412367971
대출상품/NNG,556,336,892,8.745122156459043e-05,6.635258460102645e-05,1.3179776204714353
새마을금고/NNG,565,325,890,8.886679889207481e-05,6.418032736706427e-05,1.3846423434991548
외환당국/NNG,703,185,888,0.0001105723179135,3.653341711663659e-05,3.0266076003919573
예치/NNG,557,330,887,8.760850793431092e-05,6.516771701886527e-05,1.3443544126142906
다수/NNG,574,301,875,9.02823762195592e-05,5.944085703841953e-05,1.5188606072958415
브릿지론/NNG,600,274,874,9.437182183229184e-05,5.4108952918694186e-05,1.7441073379131526
신고/NNG,628,242,870,9.877584018446546e-05,4.778965914716786e-05,2.0668873130123417
신생아/NNG,583,287,870,9.169795354704356e-05,5.667616601337676e-05,1.6179279580309107
바로/MAG,546,317,863,8.587835786738557e-05,6.26005039241827e-05,1.3718477086285976
물가/NNG;상승/NNG,573,287,860,9.01250898498387e-05,5.667616601337676e-05,1.59017619202695
물건/NNG,534,325,859,8.399092143073973e-05,6.418032736706427e-05,1.3086708166876968
얼마나/MAG,546,312,858,8.587835786738557e-05,6.16131142723817e-05,1.393832447548928
어떻/VA,565,289,854,8.886679889207481e-05,5.707112187409716e-05,1.5571237426893607
피벗/NNG,560,294,854,8.808036704347238e-05,5.805851152589814e-05,1.5170965415498536
부동/NNG,574,274,848,9.02823762195592e-05,5.4108952918694186e-05,1.6685293532702496
농축수산물/NNG,599,247,846,9.421453546257135e-05,4.877704879896885e-05,1.931534149408462
고물/NNG,653,192,845,0.0001027079994274,3.791576262915797e-05,2.7088469888376485
야당/NNG,660,184,844,0.0001038090040155,3.633593918627639e-05,2.856923650255567
스텝/NNG,717,126,843,0.0001127743270895,2.488221922538492e-05,4.532325917880187
최선/NNG,552,286,838,8.682207608570848e-05,5.647868808301656e-05,1.5372537683256906
대출태도/NNG,544,288,832,8.55637851279446e-05,5.687364394373696e-05,1.5044540703702711
동력/NNG,594,233,827,9.342810361396891e-05,4.601235777392608e-05,2.030500242413398
요금/NNG,589,233,822,9.264167176536647e-05,4.601235777392608e-05,2.013408489531131
됩니다/VV,516,305,821,8.115976677577098e-05,6.023076875986032e-05,1.3474801741175584
멈추/VV,524,295,819,8.241805773353487e-05,5.8255989456258345e-05,1.4147568087469988
환산/NNG,509,310,819,8.005876218772758e-05,6.121815841166131e-05,1.307761688115031
마케팅/NNG,523,289,812,8.226077136381438e-05,5.707112187409716e-05,1.4413729511974085
국채입찰/NNG,552,260,812,8.682207608570848e-05,5.134426189365142e-05,1.6909791451582596
시행사/NNG,541,270,811,8.509192601878314e-05,5.33190411972534e-05,1.5959012785692488
인근/NNG,569,240,809,8.949594437095676e-05,4.739470328644746e-05,1.888311101560333
이더리움/NNG,512,292,804,8.053062129688903e-05,5.766355566517775e-05,1.3965601040020568
신보/NNG,517,286,803,8.131705314549146e-05,5.647868808301656e-05,1.4397829677977936
공간/NNG,571,231,802,8.981051711039772e-05,4.5617401913205686e-05,1.9687775573294688
녹색/NNG,580,221,801,9.122609443788213e-05,4.3642622609603705e-05,2.0902981760268347
반감기/NNG,556,244,800,8.745122156459043e-05,4.8184615007888256e-05,1.8149200019606648
돌입/NNG,499,299,798,7.848589849052271e-05,5.9045901177699136e-05,1.329235339372986
퇴직연금/NNG,542,253,795,8.524921238850363e-05,4.9961916381130034e-05,1.7062838770672366
발굴/NNG,516,278,794,8.115976677577098e-05,5.489886464013498e-05,1.4783505507404868
단독/NNG,511,280,791,8.037333492716854e-05,5.5293820500855376e-05,1.4535681238724534
카드론/NNG,610,180,790,9.59446855294967e-05,3.55460274648356e-05,2.699167596840781
기후변화/NNG,665,124,789,0.0001045954358641,2.4487263364664523e-05,4.271422016682198
