ngram,hawkish,dovish,total,prob_feature_given_hawkish,prob_feature_given_dovish,polarity_score,category
빅딜/NNG,34,55,89,5.3477365704965374e-06,1.0861286169810877e-05,0.49236678666663425,비둘기파
fed/NNG;매파/NNG;통화/NNG;긴축/NNG;선호/NNG,65,24,89,1.0223614031831615e-05,4.739470328644746e-06,2.157121645016198,매파
형민/NNG,57,32,89,8.965323074067724e-06,6.319293771526329e-06,1.41872231268373,매파
환금성/NNG,58,31,89,9.122609443788211e-06,6.121815841166131e-06,1.4901803125868722,매파
자증/NNG,64,25,89,1.006632766211113e-05,4.936948259004944e-06,2.038977751843003,매파
중위/NNG,52,37,89,8.178891225465293e-06,7.306683423327318e-06,1.1193712320084055,중립
질의응답/NNG,50,39,89,7.86431848602432e-06,7.701639284047712e-06,1.0211226721970168,중립
잠식/NNG,48,41,89,7.549745746583347e-06,8.096595144768108e-06,0.9324593377330808,중립
신용평가모델/NNG,18,71,89,2.831154654968755e-06,1.4020933055574042e-05,0.20192341292459318,비둘기파
인포/NNG,69,20,89,1.085275951071356e-05,3.949558607203955e-06,2.747841110882172,매파
순매수비중/NNG,52,37,89,8.178891225465293e-06,7.306683423327318e-06,1.1193712320084055,중립
거래처/NNG,56,33,89,8.808036704347238e-06,6.5167717018865265e-06,1.3515951006535059,매파
선고/NNG,32,57,89,5.033163831055565e-06,1.1256242030531273e-05,0.44714424382522,비둘기파
작가/NNG,59,30,89,9.279895813508696e-06,5.924337910805933e-06,1.5664021791502236,매파
채권시장/NNG;안정/NNG,52,37,89,8.178891225465293e-06,7.306683423327318e-06,1.1193712320084055,중립
계영/NNG,16,73,89,2.5165819155277823e-06,1.4415888916294437e-05,0.1745700130002571,비둘기파
정정/NNG,47,42,89,7.3924593768628606e-06,8.294073075128306e-06,0.891294218160539,중립
번질/VV,55,34,89,8.650750334626751e-06,6.714249632246724e-06,1.288416548154471,중립
열쇠/NNG,56,33,89,8.808036704347238e-06,6.5167717018865265e-06,1.3515951006535059,매파
소맥/NNG,54,35,89,8.493463964906265e-06,6.911727562606922e-06,1.2288481986553812,중립
팽팽/NNG,48,41,89,7.549745746583347e-06,8.096595144768108e-06,0.9324593377330808,중립
갈아치우/VV,48,41,89,7.549745746583347e-06,8.096595144768108e-06,0.9324593377330808,중립
강자/NNG,57,32,89,8.965323074067724e-06,6.319293771526329e-06,1.41872231268373,매파
리얼티/NNG,67,22,89,1.0538186771272588e-05,4.344514467924351e-06,2.425630493137095,매파
상공회의소/NNG,48,41,89,7.549745746583347e-06,8.096595144768108e-06,0.9324593377330808,중립
금리/NNG;인상/NNG;중단/NNG,70,19,89,1.1010045880434048e-05,3.7520806768437577e-06,2.934384100103006,매파
입사/NNG,49,40,89,7.707032116303833e-06,7.89911721440791e-06,0.9756827132842495,중립
표지/NNG,53,36,89,8.336177595185778e-06,7.10920549296712e-06,1.1725892019062407,중립
생활권/NNG,65,24,89,1.0223614031831615e-05,4.739470328644746e-06,2.157121645016198,매파
재미/NNG,55,34,89,8.650750334626751e-06,6.714249632246724e-06,1.288416548154471,중립
출입/NNG,43,46,89,6.763313897980915e-06,9.083984796569097e-06,0.7445316179453901,비둘기파
빈곤/NNG,45,44,89,7.077886637421888e-06,8.689028935848701e-06,0.8145774044117111,중립
관해서/VV,56,32,88,8.808036704347238e-06,6.319293771526329e-06,1.3938324475489279,매파
오바마케어/NNG,45,43,88,7.077886637421888e-06,8.491551005488504e-06,0.8335210649794254,중립
업력/NNG,44,44,88,6.920600267701401e-06,8.689028935848701e-06,0.7964756843136731,중립
장외시장/NNG,41,47,88,6.448741158539942e-06,9.281462726929295e-06,0.6947979373800127,비둘기파
fed/NNG;자산/NNG;축소/NNG,55,33,88,8.650750334626751e-06,6.5167717018865265e-06,1.3274594738561216,매파
대손비용/NNG;증가/NNG,54,34,88,8.493463964906265e-06,6.714249632246724e-06,1.2649907927334807,중립
인플레이션/NNG;억제/NNG,60,28,88,9.437182183229184e-06,5.5293820500855375e-06,1.7067336092435852,매파
배당투자/NNG,57,31,88,8.965323074067724e-06,6.121815841166131e-06,1.4644875485767537,매파
용돈/NNG,57,31,88,8.965323074067724e-06,6.121815841166131e-06,1.4644875485767537,매파
여력/NNG;약화/NNG,43,45,88,6.763313897980915e-06,8.8865068662089e-06,0.7610767650108432,비둘기파
유통수익률/NNG,41,47,88,6.448741158539942e-06,9.281462726929295e-06,0.6947979373800127,비둘기파
비서/NNG,49,39,88,7.707032116303833e-06,7.701639284047712e-06,1.0007002187530765,중립
다세대주택/NNG,57,31,88,8.965323074067724e-06,6.121815841166131e-06,1.4644875485767537,매파
전력공사/NNG,31,57,88,4.875877461335078e-06,1.1256242030531273e-05,0.43317098620568184,비둘기파
우려/NNG;금리/NNG;인하/NNG,49,39,88,7.707032116303833e-06,7.701639284047712e-06,1.0007002187530765,중립
기대/NNG;충족/NNG,53,35,88,8.336177595185778e-06,6.911727562606922e-06,1.2060917505321334,중립
모양/NNG,49,39,88,7.707032116303833e-06,7.701639284047712e-06,1.0007002187530765,중립
통화정책방향문/NNG,34,54,88,5.3477365704965374e-06,1.066380823945068e-05,0.5014846901234238,비둘기파
영화관/NNG,46,42,88,7.235173007142374e-06,8.294073075128306e-06,0.8723305113911658,중립
금융상황점검회의/NNG,50,38,88,7.86431848602432e-06,7.5041613536875154e-06,1.0479943214653593,중립
한마디/NNG,59,29,88,9.279895813508696e-06,5.726859980445735e-06,1.620416047396783,매파
표했/VV,50,38,88,7.86431848602432e-06,7.5041613536875154e-06,1.0479943214653593,중립
이어받/VV,57,31,88,8.965323074067724e-06,6.121815841166131e-06,1.4644875485767537,매파
장부가/NNG,38,50,88,5.976882049378483e-06,9.873896518009888e-06,0.6053215200783916,비둘기파
기대/NNG;상회/NNG,64,24,88,1.006632766211113e-05,4.739470328644746e-06,2.123935158169795,매파
전환점/NNG,37,51,88,5.819595679657997e-06,1.0071374448370086e-05,0.5778353003844295,비둘기파
레인/NNG,71,17,88,1.1167332250154533e-05,3.357124816123362e-06,3.3264572697806343,매파
스위트/NNG,63,25,88,9.909041292390642e-06,4.936948259004944e-06,2.0071187244704563,매파
생산물/NNG,54,34,88,8.493463964906265e-06,6.714249632246724e-06,1.2649907927334807,중립
공정률/NNG,63,25,88,9.909041292390642e-06,4.936948259004944e-06,2.0071187244704563,매파
종목군/NNG,27,61,88,4.246731982453133e-06,1.2046153751972064e-05,0.35253841764703564,비둘기파
저리/MAG,75,13,88,1.1796477729036479e-05,2.567213094682571e-06,4.595052024886575,매파
세도/NNG,48,40,88,7.549745746583347e-06,7.89911721440791e-06,0.9557708211764078,중립
간월/NNG,47,41,88,7.3924593768628606e-06,8.096595144768108e-06,0.9130331015303083,중립
오른쪽/NNG,52,36,88,8.178891225465293e-06,7.10920549296712e-06,1.1504648773419721,중립
신형/NNG,65,23,88,1.0223614031831615e-05,4.5419923982845485e-06,2.250909542625598,매파
채권/NNG;금리/NNG;강세/NNG,29,59,88,4.5613047218941055e-06,1.1651197891251668e-05,0.3914880482219749,비둘기파
상환자금/NNG,43,45,88,6.763313897980915e-06,8.8865068662089e-06,0.7610767650108432,비둘기파
기대수명/NNG,82,6,88,1.2897482317079884e-05,1.1848675821611866e-06,10.8851676856202,매파
경제/NNG;소비/NNG;회복/NNG,81,7,88,1.2740195947359397e-05,1.3823455125213844e-06,9.216361489915359,매파
자본시장법/NNG,43,45,88,6.763313897980915e-06,8.8865068662089e-06,0.7610767650108432,비둘기파
하락/NNG;효과/NNG,45,42,87,7.077886637421888e-06,8.294073075128306e-06,0.8533668046217926,중립
위태/NNG,64,23,87,1.006632766211113e-05,4.5419923982845485e-06,2.2162801650467427,매파
소수점/NNG,70,17,87,1.1010045880434048e-05,3.357124816123362e-06,3.279605758938654,매파
신통/NNG,69,18,87,1.085275951071356e-05,3.55460274648356e-06,3.05315678986908,매파
기반시설/NNG,60,27,87,9.437182183229184e-06,5.33190411972534e-06,1.7699459651414957,매파
대개/MAG,48,39,87,7.549745746583347e-06,7.701639284047712e-06,0.9802777653091361,중립
아파트매매가격지수/NNG,67,20,87,1.0538186771272588e-05,3.949558607203955e-06,2.6681935424508048,매파
눈여겨보/VV,59,28,87,9.279895813508696e-06,5.5293820500855375e-06,1.6782880490895253,매파
빌렸/VV,53,34,87,8.336177595185778e-06,6.714249632246724e-06,1.2415650373124902,중립
금융투자회사/NNG,34,53,87,5.3477365704965374e-06,1.0466330309090482e-05,0.5109466654087714,비둘기파
기대/NNG;후퇴/NNG,42,45,87,6.606027528260429e-06,8.8865068662089e-06,0.7433773053594283,비둘기파
학과/NNG,56,31,87,8.808036704347238e-06,6.121815841166131e-06,1.4387947845666353,매파
면접/NNG,72,15,87,1.132461861987502e-05,2.9621689554029665e-06,3.8230832847056306,매파
즐길/VV,66,21,87,1.0380900401552102e-05,4.147036537564153e-06,2.5032092935572585,매파
농업인/NNG,64,23,87,1.006632766211113e-05,4.5419923982845485e-06,2.2162801650467427,매파
국고채/NNG;통안채/NNG;스프레드/NNG;확대/NNG,66,21,87,1.0380900401552102e-05,4.147036537564153e-06,2.5032092935572585,매파
극심/NNG,40,47,87,6.291454788819456e-06,9.281462726929295e-06,0.6778516462244026,비둘기파
부동산/NNG;경기/NNG;회복/NNG,51,36,87,8.021604855744805e-06,7.10920549296712e-06,1.1283405527777033,중립
비거치식/NNG,3,84,87,4.718591091614592e-07,1.658814615025661e-05,0.028445560154059756,비둘기파
실무자/NNG,67,20,87,1.0538186771272588e-05,3.949558607203955e-06,2.6681935424508048,매파
기대/NNG;인플레이션/NNG;안정/NNG,66,21,87,1.0380900401552102e-05,4.147036537564153e-06,2.5032092935572585,매파
정국/NNG,55,32,87,8.650750334626751e-06,6.319293771526329e-06,1.3689425824141255,매파
가닥/NNG,42,45,87,6.606027528260429e-06,8.8865068662089e-06,0.7433773053594283,비둘기파
대차거래/NNG,29,58,87,4.5613047218941055e-06,1.145371996089147e-05,0.39823784215683655,비둘기파
유동성/NNG;확대/NNG,41,46,87,6.448741158539942e-06,9.083984796569097e-06,0.7099022403665347,비둘기파
점인/NNG,41,46,87,6.448741158539942e-06,9.083984796569097e-06,0.7099022403665347,비둘기파
대출실행일/NNG,65,22,87,1.0223614031831615e-05,4.344514467924351e-06,2.353223612744943,매파
지리/NNG,48,39,87,7.549745746583347e-06,7.701639284047712e-06,0.9802777653091361,중립
한눈/NNG,48,39,87,7.549745746583347e-06,7.701639284047712e-06,0.9802777653091361,중립
간접투자/NNG,52,35,87,8.178891225465293e-06,6.911727562606922e-06,1.1833353024088857,중립
대출/NNG;금리/NNG;하락/NNG,55,32,87,8.650750334626751e-06,6.319293771526329e-06,1.3689425824141255,매파
싱크탱크/NNG,49,38,87,7.707032116303833e-06,7.5041613536875154e-06,1.027034435036052,중립
건전성/NNG;우려/NNG,60,27,87,9.437182183229184e-06,5.33190411972534e-06,1.7699459651414957,매파
쇄신/NNG,45,42,87,7.077886637421888e-06,8.294073075128306e-06,0.8533668046217926,중립
내각/NNG,62,25,87,9.751754922670157e-06,4.936948259004944e-06,1.9752596970979093,매파
용기/NNG,56,31,87,8.808036704347238e-06,6.121815841166131e-06,1.4387947845666353,매파
전망/NNG;위험/NNG,47,40,87,7.3924593768628606e-06,7.89911721440791e-06,0.9358589290685659,중립
유심히/MAG,61,26,87,9.59446855294967e-06,5.134426189365142e-06,1.8686544901205406,매파
하락/NNG;위험/NNG,46,41,87,7.235173007142374e-06,8.096595144768108e-06,0.8936068653275357,중립
무역협정/NNG,41,46,87,6.448741158539942e-06,9.083984796569097e-06,0.7099022403665347,비둘기파
인하/NNG;인상/NNG,57,30,87,8.965323074067724e-06,5.924337910805933e-06,1.5133038001959787,매파
뚜렷이/MAG,38,49,87,5.976882049378483e-06,9.67641858764969e-06,0.6176750204881547,비둘기파
예상/NNG;매파/NNG,47,40,87,7.3924593768628606e-06,7.89911721440791e-06,0.9358589290685659,중립
탑픽/NNG,57,29,86,8.965323074067724e-06,5.726859980445735e-06,1.565486689857909,매파
궁금증/NNG,55,31,86,8.650750334626751e-06,6.121815841166131e-06,1.4131020205565166,매파
노동조합/NNG,52,34,86,8.178891225465293e-06,6.714249632246724e-06,1.2181392818915,중립
취약국/NNG,55,31,86,8.650750334626751e-06,6.121815841166131e-06,1.4131020205565166,매파
미결제약정/NNG,32,54,86,5.033163831055565e-06,1.066380823945068e-05,0.4719855907043989,비둘기파
연체금액/NNG,68,18,86,1.0695473140993075e-05,3.55460274648356e-06,3.0089081407405427,매파
희망퇴직/NNG,40,46,86,6.291454788819456e-06,9.083984796569097e-06,0.692587551577107,비둘기파
전망/NNG;확산/NNG,55,31,86,8.650750334626751e-06,6.121815841166131e-06,1.4131020205565166,매파
비차익거래/NNG,27,59,86,4.246731982453133e-06,1.1651197891251668e-05,0.36448887248252837,비둘기파
스리/NNG,49,37,86,7.707032116303833e-06,7.306683423327318e-06,1.0547921224694587,중립
전망/NNG;상방/NNG;위험/NNG,76,10,86,1.1953764098756966e-05,1.9747793036019775e-06,6.0532152007839155,매파
비효율/NNG,44,42,86,6.920600267701401e-06,8.294073075128306e-06,0.8344030978524195,중립
쌓았/VV,65,21,86,1.0223614031831615e-05,4.147036537564153e-06,2.465281880018512,매파
금리/NNG;위험/NNG,38,48,86,5.976882049378483e-06,9.478940657289493e-06,0.6305432500816579,비둘기파
투자/NNG;감소/NNG,37,49,86,5.819595679657997e-06,9.67641858764969e-06,0.6014204146858348,비둘기파
과당경쟁/NNG,56,30,86,8.808036704347238e-06,5.924337910805933e-06,1.4867546107188565,매파
얼라이언스/NNG,66,20,86,1.0380900401552102e-05,3.949558607203955e-06,2.6283697582351215,매파
배당기준일/NNG,52,34,86,8.178891225465293e-06,6.714249632246724e-06,1.2181392818915,중립
언제나/MAG,50,36,86,7.86431848602432e-06,7.10920549296712e-06,1.106216228213435,중립
스태그플레이션/NNG;우려/NNG,72,14,86,1.132461861987502e-05,2.7646910250427687e-06,4.096160662184604,매파
트러스트/NNG,36,50,86,5.66230930993751e-06,9.873896518009888e-06,0.5734624927058446,비둘기파
갈아탄/VV,51,35,86,8.021604855744805e-06,6.911727562606922e-06,1.1605788542856377,중립
일지/NNG,49,37,86,7.707032116303833e-06,7.306683423327318e-06,1.0547921224694587,중립
재투자/NNG;중단/NNG,57,29,86,8.965323074067724e-06,5.726859980445735e-06,1.565486689857909,매파
호흡/NNG,46,40,86,7.235173007142374e-06,7.89911721440791e-06,0.9159470369607241,중립
구청/NNG,50,36,86,7.86431848602432e-06,7.10920549296712e-06,1.106216228213435,중립
변동성/NNG;축소/NNG,40,46,86,6.291454788819456e-06,9.083984796569097e-06,0.692587551577107,비둘기파
두각/NNG,53,33,86,8.336177595185778e-06,6.5167717018865265e-06,1.2791882202613536,중립
예상시기/NNG,56,30,86,8.808036704347238e-06,5.924337910805933e-06,1.4867546107188565,매파
전망/NNG;소폭/MAG;하회/NNG,68,18,86,1.0695473140993075e-05,3.55460274648356e-06,3.0089081407405427,매파
머지않/VA,45,41,86,7.077886637421888e-06,8.096595144768108e-06,0.8741806291247632,중립
자본주의/NNG,42,44,86,6.606027528260429e-06,8.689028935848701e-06,0.7602722441175971,비둘기파
위험/NNG;경계/NNG,44,42,86,6.920600267701401e-06,8.294073075128306e-06,0.8344030978524195,중립
투자여력/NNG,58,28,86,9.122609443788211e-06,5.5293820500855375e-06,1.6498424889354657,매파
잠재/NNG;성장/NNG,68,18,86,1.0695473140993075e-05,3.55460274648356e-06,3.0089081407405427,매파
에르/NNG,45,41,86,7.077886637421888e-06,8.096595144768108e-06,0.8741806291247632,중립
과매수/NNG,48,38,86,7.549745746583347e-06,7.5041613536875154e-06,1.0060745486067448,중립
금현/NNG,36,50,86,5.66230930993751e-06,9.873896518009888e-06,0.5734624927058446,비둘기파
신청서/NNG,40,46,86,6.291454788819456e-06,9.083984796569097e-06,0.692587551577107,비둘기파
다각도/NNG,59,27,86,9.279895813508696e-06,5.33190411972534e-06,1.7404468657224708,매파
통관기준/NNG,59,27,86,9.279895813508696e-06,5.33190411972534e-06,1.7404468657224708,매파
인상/NNG;파급효과/NNG,69,17,86,1.085275951071356e-05,3.357124816123362e-06,3.232754248096673,매파
상담센터/NNG,59,27,86,9.279895813508696e-06,5.33190411972534e-06,1.7404468657224708,매파
자동이체/NNG,48,38,86,7.549745746583347e-06,7.5041613536875154e-06,1.0060745486067448,중립
논설위원/NNG,61,25,86,9.59446855294967e-06,4.936948259004944e-06,1.9434006697253623,매파
리가/NNG,48,38,86,7.549745746583347e-06,7.5041613536875154e-06,1.0060745486067448,중립
예상/NNG;확대/NNG,60,26,86,9.437182183229184e-06,5.134426189365142e-06,1.8380208099546302,매파
개방경제/NNG,51,35,86,8.021604855744805e-06,6.911727562606922e-06,1.1605788542856377,중립
원년/NNG,55,31,86,8.650750334626751e-06,6.121815841166131e-06,1.4131020205565166,매파
돋보이/VV,57,29,86,8.965323074067724e-06,5.726859980445735e-06,1.565486689857909,매파
획기적으로/MAG,38,47,85,5.976882049378483e-06,9.281462726929295e-06,0.6439590639131825,비둘기파
지속가능경영/NNG,61,24,85,9.59446855294967e-06,4.739470328644746e-06,2.024375697630586,매파
비대칭/NNG,43,42,85,6.763313897980915e-06,8.294073075128306e-06,0.8154393910830463,중립
수요층/NNG,49,36,85,7.707032116303833e-06,7.10920549296712e-06,1.084091903649166,중립
원룸/NNG,52,33,85,8.178891225465293e-06,6.5167717018865265e-06,1.2550525934639696,중립
지도자/NNG,44,41,85,6.920600267701401e-06,8.096595144768108e-06,0.8547543929219907,중립
보완책/NNG,48,37,85,7.549745746583347e-06,7.306683423327318e-06,1.0332657526231435,중립
충당금전입액/NNG,49,36,85,7.707032116303833e-06,7.10920549296712e-06,1.084091903649166,중립
출렁였/VV,63,22,85,9.909041292390642e-06,4.344514467924351e-06,2.280816732352791,매파
예상/NNG;지연/NNG,68,17,85,1.0695473140993075e-05,3.357124816123362e-06,3.1859027372546924,매파
소호/NNG,72,13,85,1.132461861987502e-05,2.567213094682571e-06,4.411249943891113,매파
시장상황점검회의/NNG,52,33,85,8.178891225465293e-06,6.5167717018865265e-06,1.2550525934639696,중립
원화/NNG;절상/NNG,36,49,85,5.66230930993751e-06,9.67641858764969e-06,0.5851658088835149,비둘기파
경제/NNG;우려/NNG,47,38,85,7.3924593768628606e-06,7.5041613536875154e-06,0.9851146621774377,중립
위험/NNG;증가/NNG,41,44,85,6.448741158539942e-06,8.689028935848701e-06,0.7421705240195591,비둘기파
요구자본/NNG,36,49,85,5.66230930993751e-06,9.67641858764969e-06,0.5851658088835149,비둘기파
등극/NNG,48,37,85,7.549745746583347e-06,7.306683423327318e-06,1.0332657526231435,중립
경각심/NNG,51,34,85,8.021604855744805e-06,6.714249632246724e-06,1.1947135264705095,중립
상공인/NNG,37,48,85,5.819595679657997e-06,9.478940657289493e-06,0.6139500066584563,비둘기파
고삐/NNG,60,25,85,9.437182183229184e-06,4.936948259004944e-06,1.9115416423528155,매파
전향/NNG,53,32,85,8.336177595185778e-06,6.319293771526329e-06,1.319162852144521,매파
건설/NNG;경기/NNG;침체/NNG,51,34,85,8.021604855744805e-06,6.714249632246724e-06,1.1947135264705095,중립
놓이/VV,47,38,85,7.3924593768628606e-06,7.5041613536875154e-06,0.9851146621774377,중립
광화문/NNG,46,39,85,7.235173007142374e-06,7.701639284047712e-06,0.9394328584212555,중립
잡음/NNG,41,44,85,6.448741158539942e-06,8.689028935848701e-06,0.7421705240195591,비둘기파
다가섰/VV,44,41,85,6.920600267701401e-06,8.096595144768108e-06,0.8547543929219907,중립
물가/NNG;하향/NNG,44,41,85,6.920600267701401e-06,8.096595144768108e-06,0.8547543929219907,중립
직원수/NNG,42,43,85,6.606027528260429e-06,8.491551005488504e-06,0.777952993980797,중립
패밀리오피스/NNG,19,66,85,2.9884410246892415e-06,1.3033543403773053e-05,0.22928845457514832,비둘기파
수익자/NNG,67,18,85,1.0538186771272588e-05,3.55460274648356e-06,2.964659491612005,매파
난다/VV,56,29,85,8.808036704347238e-06,5.726859980445735e-06,1.5380220110884721,매파
실적/NNG;감소/NNG,51,34,85,8.021604855744805e-06,6.714249632246724e-06,1.1947135264705095,중립
유니콘/NNG,47,38,85,7.3924593768628606e-06,7.5041613536875154e-06,0.9851146621774377,중립
전망/NNG;확대/NNG,46,39,85,7.235173007142374e-06,7.701639284047712e-06,0.9394328584212555,중립
기업/NNG;실적/NNG;호조/NNG,62,23,85,9.751754922670157e-06,4.5419923982845485e-06,2.1470214098890317,매파
부동산/NNG;경기/NNG;악화/NNG,68,17,85,1.0695473140993075e-05,3.357124816123362e-06,3.1859027372546924,매파
안기/VV,36,49,85,5.66230930993751e-06,9.67641858764969e-06,0.5851658088835149,비둘기파
etn/NNG,47,38,85,7.3924593768628606e-06,7.5041613536875154e-06,0.9851146621774377,중립
맞춤/VV,46,39,85,7.235173007142374e-06,7.701639284047712e-06,0.9394328584212555,중립
생산/NNG;증가/NNG,44,41,85,6.920600267701401e-06,8.096595144768108e-06,0.8547543929219907,중립
균형재정/NNG,24,61,85,3.7748728732916735e-06,1.2046153751972064e-05,0.31336748235292056,비둘기파
성장/NNG;모멘텀/NNG,50,35,85,7.86431848602432e-06,6.911727562606922e-06,1.13782240616239,중립
트랙터/NNG,48,37,85,7.549745746583347e-06,7.306683423327318e-06,1.0332657526231435,중립
지낸/VV,64,20,84,1.006632766211113e-05,3.949558607203955e-06,2.548722189803754,매파
점프/NNG,65,19,84,1.0223614031831615e-05,3.7520806768437577e-06,2.724785235809934,매파
비영리단체/NNG,31,53,84,4.875877461335078e-06,1.0466330309090482e-05,0.46586313610799746,비둘기파
금리/NNG;저점/NNG,36,48,84,5.66230930993751e-06,9.478940657289493e-06,0.5973567632352549,비둘기파
수의계약/NNG,71,13,84,1.1167332250154533e-05,2.567213094682571e-06,4.349982583559291,매파
경기/NNG;긍정적/VAX,47,37,84,7.3924593768628606e-06,7.306683423327318e-06,1.011739382776828,중립
관성/NNG,47,37,84,7.3924593768628606e-06,7.306683423327318e-06,1.011739382776828,중립
등급평가/NNG,43,41,84,6.763313897980915e-06,8.096595144768108e-06,0.8353281567192181,중립
포부/NNG,42,42,84,6.606027528260429e-06,8.294073075128306e-06,0.7964756843136731,중립
수명/NNG,46,38,84,7.235173007142374e-06,7.5041613536875154e-06,0.9641547757481306,중립
주어진다/VV,44,40,84,6.920600267701401e-06,7.89911721440791e-06,0.8761232527450404,중립
위험/NNG;선호/NNG;회복/NNG,49,35,84,7.707032116303833e-06,6.911727562606922e-06,1.1150659580391422,중립
글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG,34,50,84,5.3477365704965374e-06,9.873896518009888e-06,0.5416034653332977,비둘기파
출구/NNG,51,33,84,8.021604855744805e-06,6.5167717018865265e-06,1.2309169666665856,중립
버텨/VV,62,22,84,9.751754922670157e-06,4.344514467924351e-06,2.244613292156715,매파
환자금/NNG,12,72,84,1.8874364366458367e-06,1.421841098593424e-05,0.13274594738561218,비둘기파
대박/NNG,27,57,84,4.246731982453133e-06,1.1256242030531273e-05,0.37727795572752937,비둘기파
입소문/NNG,58,26,84,9.122609443788211e-06,5.134426189365142e-06,1.7767534496228092,매파
비용/NNG;감소/NNG,46,38,84,7.235173007142374e-06,7.5041613536875154e-06,0.9641547757481306,중립
캠프/NNG,61,23,84,9.59446855294967e-06,4.5419923982845485e-06,2.112392032310176,매파
진척/NNG,52,32,84,8.178891225465293e-06,6.319293771526329e-06,1.2942729870097187,중립
뉴노멀/NNG,63,21,84,9.909041292390642e-06,4.147036537564153e-06,2.389427052941019,매파
파생시장/NNG,37,47,84,5.819595679657997e-06,9.281462726929295e-06,0.6270127727575725,비둘기파
묶인/VV,52,32,84,8.178891225465293e-06,6.319293771526329e-06,1.2942729870097187,중립
환승/NNG,41,43,84,6.448741158539942e-06,8.491551005488504e-06,0.7594303036479209,비둘기파
위성/NNG,46,38,84,7.235173007142374e-06,7.5041613536875154e-06,0.9641547757481306,중립
냉정/NNG,55,29,84,8.650750334626751e-06,5.726859980445735e-06,1.510557332319035,매파
해치/VV,49,35,84,7.707032116303833e-06,6.911727562606922e-06,1.1150659580391422,중립
예상/NNG;금리/NNG;상승/NNG,48,36,84,7.549745746583347e-06,7.10920549296712e-06,1.0619675790848975,중립
폭격/NNG,67,17,84,1.0538186771272588e-05,3.357124816123362e-06,3.139051226412711,매파
능동/NNG,37,47,84,5.819595679657997e-06,9.281462726929295e-06,0.6270127727575725,비둘기파
중심지/NNG,56,28,84,8.808036704347238e-06,5.5293820500855375e-06,1.5929513686273462,매파
이미/MAG;금리/NNG;인하/NNG,39,45,84,6.134168419098969e-06,8.8865068662089e-06,0.6902789264051834,비둘기파
우려/NNG;하락/NNG,54,30,84,8.493463964906265e-06,5.924337910805933e-06,1.4336562317646115,매파
금리/NNG;인하/NNG;전망/NNG;후퇴/NNG,65,19,84,1.0223614031831615e-05,3.7520806768437577e-06,2.724785235809934,매파
소비/NNG;진작/NNG,50,34,84,7.86431848602432e-06,6.714249632246724e-06,1.1712877710495193,중립
수출품/NNG,53,31,84,8.336177595185778e-06,6.121815841166131e-06,1.3617164925362797,매파
치명/NNG,43,41,84,6.763313897980915e-06,8.096595144768108e-06,0.8353281567192181,중립
원래/NNG,45,39,84,7.077886637421888e-06,7.701639284047712e-06,0.9190104049773151,중립
주대/NNG,37,47,84,5.819595679657997e-06,9.281462726929295e-06,0.6270127727575725,비둘기파
존속/NNG,31,53,84,4.875877461335078e-06,1.0466330309090482e-05,0.46586313610799746,비둘기파
재정/NNG;악화/NNG,42,42,84,6.606027528260429e-06,8.294073075128306e-06,0.7964756843136731,중립
구조/NNG;개선/NNG,48,35,83,7.549745746583347e-06,6.911727562606922e-06,1.0923095099158946,중립
이웃/NNG,51,32,83,8.021604855744805e-06,6.319293771526329e-06,1.2693831218749163,중립
우려/NNG;상승/NNG,40,43,83,6.291454788819456e-06,8.491551005488504e-06,0.7409076133150447,비둘기파
보정/NNG,55,28,83,8.650750334626751e-06,5.5293820500855375e-06,1.5645058084732864,매파
증권거래소/NNG,33,50,83,5.190450200776051e-06,9.873896518009888e-06,0.5256739516470242,비둘기파
법규/NNG,39,44,83,6.134168419098969e-06,8.689028935848701e-06,0.7059670838234829,비둘기파
저울질/NNG,44,39,83,6.920600267701401e-06,7.701639284047712e-06,0.8985879515333748,중립
라운드/NNG,43,40,83,6.763313897980915e-06,7.89911721440791e-06,0.8562113606371986,중립
안정성/NNG;확보/NNG,49,34,83,7.707032116303833e-06,6.714249632246724e-06,1.1478620156285286,중립
탐사/NNG,39,44,83,6.134168419098969e-06,8.689028935848701e-06,0.7059670838234829,비둘기파
계절/NNG,55,28,83,8.650750334626751e-06,5.5293820500855375e-06,1.5645058084732864,매파
손익분기점/NNG,52,31,83,8.178891225465293e-06,6.121815841166131e-06,1.3360237285261614,매파
정형/NNG,61,22,83,9.59446855294967e-06,4.344514467924351e-06,2.208409851960639,매파
증서/NNG,45,38,83,7.077886637421888e-06,7.5041613536875154e-06,0.9431948893188233,중립
달달/MAG,66,17,83,1.0380900401552102e-05,3.357124816123362e-06,3.0921997155707306,매파
수수께끼/NNG,38,45,83,5.976882049378483e-06,8.8865068662089e-06,0.6725794667537685,비둘기파
횡재/NNG,74,9,83,1.1639191359315993e-05,1.77730137324178e-06,6.548800071023534,매파
조억/NNG,50,33,83,7.86431848602432e-06,6.5167717018865265e-06,1.2067813398692016,중립
온누리상품권/NNG,60,23,83,9.437182183229184e-06,4.5419923982845485e-06,2.077762654731321,매파
소재부품/NNG,65,18,83,1.0223614031831615e-05,3.55460274648356e-06,2.87616219335493,매파
두드리/VV,50,33,83,7.86431848602432e-06,6.5167717018865265e-06,1.2067813398692016,중립
