ngram,hawkish,dovish,total,prob_feature_given_hawkish,prob_feature_given_dovish,polarity_score,category
대손비용/NNG;감소/NNG,28,6,34,4.404018352173619e-06,1.1848675821611866e-06,3.716886526797141,매파
한결/MAG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
메달/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
작금/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
기본형/NNG,27,7,34,4.246731982453133e-06,1.3823455125213844e-06,3.0721204966384534,매파
투자/NNG;긍정적/VAX,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
토마토/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
자금/NNG;조달/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
펀더멘털/NNG;약화/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
장기추세선/NNG,12,22,34,1.8874364366458367e-06,4.344514467924351e-06,0.4344412823529126,비둘기파
부당이득/NNG,10,24,34,1.572863697204864e-06,4.739470328644746e-06,0.33186486846403046,비둘기파
자산/NNG;가격/NNG;오르/VV,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
인플레이션/NNG;압박/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
도장/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
연결자회사/NNG,30,4,34,4.718591091614592e-06,7.899117214407911e-07,5.973567632352548,매파
운반/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
환경/NNG;어렵/VA,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
뛰어드/VV,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
최대/NNG;고용/NNG;물가/NNG;안정/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
유사점/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
제품/NNG;가격/NNG;인상/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
받아들여졌/VV,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
안정성/NNG;개선/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
테니스/NNG,4,30,34,6.291454788819456e-07,5.924337910805933e-06,0.10619675790848974,비둘기파
치사/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
봉합/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
동생/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
사무라이본드/NNG,2,32,34,3.145727394409728e-07,6.319293771526329e-06,0.04977973026960457,비둘기파
고용/NNG;지표/NNG;금리/NNG;인하/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
챙겼/VV,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
달달달/MAG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
모시/VV,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
생선/NNG,12,22,34,1.8874364366458367e-06,4.344514467924351e-06,0.4344412823529126,비둘기파
수제/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
대출손실/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
가져와/VV,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
전선주/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
커플링/NNG,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
그래요/VV,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
출액/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
자르/VV,12,22,34,1.8874364366458367e-06,4.344514467924351e-06,0.4344412823529126,비둘기파
은행채/NNG;스프레드/NNG;확대/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
노바/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
와치/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
여러모로/MAG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
소비자/NNG;물가/NNG;하락/NNG,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
자국/NNG;통화/NNG;약세/NNG,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
오케이/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
개발센터/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
지나갑니다/VV,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
퍼진/VV,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
하청/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
하락/NNG;고금리/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
원내/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
향했/VV,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
물러난/VV,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
웬만/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
수출/NNG;경기/NNG;부진/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
소파/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
금리/NNG;제한적/VAX,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
국고채/NNG;상회/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
고사/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
개선/NNG;성장/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
권리관계/NNG,30,4,34,4.718591091614592e-06,7.899117214407911e-07,5.973567632352548,매파
순대외채권/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
공영/NNG,28,6,34,4.404018352173619e-06,1.1848675821611866e-06,3.716886526797141,매파
무역/NNG;적자/NNG;확대/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
글로벌/NNG;유동성/NNG;증가/NNG,7,27,34,1.1010045880434048e-06,5.33190411972534e-06,0.20649369593317451,비둘기파
천국/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
전망/NNG;양적완화/NNG;축소/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
근저당권/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
회사채/NNG;금리/NNG;상승/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
운하/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
생긴다면/VV,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
인건비/NNG;부담/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
계약서비스마진/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
관내/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
실적/NNG;나쁘/VA,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
시스템/NNG;위험/NNG;확산/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
신음/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
스트리밍서비스/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
골치/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
분양/NNG;위험/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
줄인다/VV,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
아파트중도금대출/NNG,8,26,34,1.2582909577638912e-06,5.134426189365142e-06,0.24506944132728403,비둘기파
국고채/NNG;금리/NNG;하향/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
획일/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
통화/NNG;절상/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
탈락/MAG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
선과/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
경상/NNG;수지/NNG;상품/NNG;수지/NNG;흑자/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
썰물/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
액체/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
전망/NNG;매파/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
부진/NNG;우려/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
휴업/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
스태그플레이션/NNG;경기/NNG;침체/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
가계/NNG;부채/NNG;연착륙/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
기업개선작업/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
가증/NNG,32,2,34,5.033163831055565e-06,3.9495586072039554e-07,12.74361094901877,매파
대내외/NNG;경제/NNG;여건/NNG;개선/NNG,11,23,34,1.7301500669253503e-06,4.5419923982845485e-06,0.3809231533674089,비둘기파
바라봤/VV,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
해설/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
포커/NNG,4,30,34,6.291454788819456e-07,5.924337910805933e-06,0.10619675790848974,비둘기파
재정/NNG;지출/NNG;축소/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
의해서/VV,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
부추긴/VV,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
루터/NNG,8,26,34,1.2582909577638912e-06,5.134426189365142e-06,0.24506944132728403,비둘기파
개개/NNG,30,4,34,4.718591091614592e-06,7.899117214407911e-07,5.973567632352548,매파
완화/NNG;어렵/VA,11,23,34,1.7301500669253503e-06,4.5419923982845485e-06,0.3809231533674089,비둘기파
건설/NNG;투자/NNG;증가/NNG,27,7,34,4.246731982453133e-06,1.3823455125213844e-06,3.0721204966384534,매파
이루어진다면/VV,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
합산비율/NNG,7,27,34,1.1010045880434048e-06,5.33190411972534e-06,0.20649369593317451,비둘기파
남발/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
사당/NNG,12,22,34,1.8874364366458367e-06,4.344514467924351e-06,0.4344412823529126,비둘기파
흑자/NNG;확대/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
무역결제/NNG,12,22,34,1.8874364366458367e-06,4.344514467924351e-06,0.4344412823529126,비둘기파
시달렸/VV,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
수주/NNG;확대/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
로펌/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
꼼꼼/MAG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
경제/NNG;성장률/NNG;전망/NNG,27,7,34,4.246731982453133e-06,1.3823455125213844e-06,3.0721204966384534,매파
보폭/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
희소식/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
행과/NNG,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
변동성/NNG;우려/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
인하/NNG;종료/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
상술/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
시군/NNG,27,7,34,4.246731982453133e-06,1.3823455125213844e-06,3.0721204966384534,매파
회연/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
가계/NNG;이자/NNG;부담/NNG;경감/NNG,32,2,34,5.033163831055565e-06,3.9495586072039554e-07,12.74361094901877,매파
삼각/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
노려/VV,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
목도/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
통화정책/NNG;경기/NNG;개선/NNG,33,1,34,5.190450200776051e-06,1.9747793036019777e-07,26.283697582351213,매파
운영리스크/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
농담/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
실물/NNG;경제/NNG;안정/NNG,3,31,34,4.718591091614592e-07,6.121815841166131e-06,0.07707829203035546,비둘기파
유학생/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
물가/NNG;오름/NNG;둔화/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
경감/NNG;효과/NNG,13,21,34,2.044722806366323e-06,4.147036537564153e-06,0.4930563760037024,비둘기파
금리/NNG;인상/NNG;대차대조표/NNG;축소/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
바이오팜/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
유례/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
소비/NNG;회복/NNG;더디/VA,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
경제/NNG;위축/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
진로/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
때마침/MAG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
신조어/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
옮긴/VV,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
연방예금보험공사/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
무려/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
와우/NNG,22,12,34,3.4603001338507007e-06,2.369735164322373e-06,1.4602054212417341,매파
가계부/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
농후/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
휴장기간/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
경기/NNG;완만/NNG;회복/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
빼내/VV,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
망고/NNG,11,23,34,1.7301500669253503e-06,4.5419923982845485e-06,0.3809231533674089,비둘기파
가설/NNG,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
교주/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
일부구간/NNG,16,18,34,2.5165819155277823e-06,3.55460274648356e-06,0.7079783860565982,비둘기파
전신/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
코코/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
열연/NNG,18,16,34,2.831154654968755e-06,3.1596468857631643e-06,0.8960351448528822,중립
표류/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
바라봐야/VV,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
수요예측/NNG;강세/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
된다면서/XSV,14,20,34,2.2020091760868095e-06,3.949558607203955e-06,0.5575329790195712,비둘기파
인지세/NNG,25,9,34,3.93215924301216e-06,1.77730137324178e-06,2.21243245642687,매파
자본잠식/NNG;해소/NNG,32,2,34,5.033163831055565e-06,3.9495586072039554e-07,12.74361094901877,매파
휩싸였/VV,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
과한/VA,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
비로/NNG,15,19,34,2.359295545807296e-06,3.7520806768437577e-06,0.6287965928792155,비둘기파
게시물/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
자금/NNG;조달/NNG;비용/NNG;상승/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
대항마/NNG,9,25,34,1.4155773274843776e-06,4.936948259004944e-06,0.2867312463529223,비둘기파
리비전/NNG,8,26,34,1.2582909577638912e-06,5.134426189365142e-06,0.24506944132728403,비둘기파
디시/NNG,8,26,34,1.2582909577638912e-06,5.134426189365142e-06,0.24506944132728403,비둘기파
불린/VV,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
자급률/NNG,20,14,34,3.145727394409728e-06,2.7646910250427687e-06,1.13782240616239,중립
진일보/NNG,11,23,34,1.7301500669253503e-06,4.5419923982845485e-06,0.3809231533674089,비둘기파
무효화/NNG,23,11,34,3.617586503571187e-06,2.1722572339621753e-06,1.6653582490194982,매파
불용/NNG,31,3,34,4.875877461335078e-06,5.924337910805933e-07,8.230248737907955,매파
인회/NNG,29,5,34,4.5613047218941055e-06,9.873896518009888e-07,4.619558969019304,매파
옮겼/VV,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
충격파/NNG,19,15,34,2.9884410246892415e-06,2.9621689554029665e-06,1.0088692001306525,중립
전금/NNG,26,8,34,4.089445612732646e-06,1.5798234428815822e-06,2.5885459740194374,매파
벌거벗/VV,32,2,34,5.033163831055565e-06,3.9495586072039554e-07,12.74361094901877,매파
긍정적/VAX;영향/NNG,17,17,34,2.6738682852482687e-06,3.357124816123362e-06,0.7964756843136731,중립
널뛰기/NNG,21,13,34,3.3030137641302143e-06,2.567213094682571e-06,1.2866145669682412,중립
경제수장/NNG,24,10,34,3.7748728732916735e-06,1.9747793036019775e-06,1.9115416423528155,매파
차압/NNG,19,14,33,2.9884410246892415e-06,2.7646910250427687e-06,1.0809312858542706,중립
소득/NNG;개선/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
역마/NNG,23,10,33,3.617586503571187e-06,1.9747793036019775e-06,1.8318940739214482,매파
민간/NNG;소비/NNG;침체/NNG,7,26,33,1.1010045880434048e-06,5.134426189365142e-06,0.21443576116137353,비둘기파
서치/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
영업이익/NNG;상승/NNG,28,5,33,4.404018352173619e-06,9.873896518009888e-07,4.46026383215657,매파
투자/NNG;수요/NNG;감소/NNG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
앞둬/VV,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
금리/NNG;상승/NNG;주가/NNG;하락/NNG,22,11,33,3.4603001338507007e-06,2.1722572339621753e-06,1.5929513686273462,매파
정치/NNG;부담/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
기존점/NNG,28,5,33,4.404018352173619e-06,9.873896518009888e-07,4.46026383215657,매파
성장/NNG;불확실성/NNG,19,14,33,2.9884410246892415e-06,2.7646910250427687e-06,1.0809312858542706,중립
점대/NNG,27,6,33,4.246731982453133e-06,1.1848675821611866e-06,3.584140579411529,매파
경기/NNG;하방/NNG;위험/NNG;우려/NNG,11,22,33,1.7301500669253503e-06,4.344514467924351e-06,0.39823784215683655,비둘기파
당분간/MAG;금리/NNG;인상/NNG,25,8,33,3.93215924301216e-06,1.5798234428815822e-06,2.4889865134802283,매파
배전/NNG,22,11,33,3.4603001338507007e-06,2.1722572339621753e-06,1.5929513686273462,매파
인수자/NNG,22,11,33,3.4603001338507007e-06,2.1722572339621753e-06,1.5929513686273462,매파
전망/NNG;안정/NNG;부정적/VAX,19,14,33,2.9884410246892415e-06,2.7646910250427687e-06,1.0809312858542706,중립
비보장/NNG,16,17,33,2.5165819155277823e-06,3.357124816123362e-06,0.7496241734716923,비둘기파
반문/NNG,22,11,33,3.4603001338507007e-06,2.1722572339621753e-06,1.5929513686273462,매파
놀이/NNG,21,12,33,3.3030137641302143e-06,2.369735164322373e-06,1.3938324475489279,매파
모기지/NNG;금리/NNG;급등/NNG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
침묵/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
민평/NNG;금리/NNG;하단/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
고객가치/NNG,29,4,33,4.5613047218941055e-06,7.899117214407911e-07,5.77444871127413,매파
트랜드/NNG,15,18,33,2.359295545807296e-06,3.55460274648356e-06,0.6637297369280609,비둘기파
자산/NNG;부실/NNG,15,18,33,2.359295545807296e-06,3.55460274648356e-06,0.6637297369280609,비둘기파
cds/NNG;스프레드/NNG;확대/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
비약적/VAX,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
세계/NNG;경제/NNG;둔화/NNG,19,14,33,2.9884410246892415e-06,2.7646910250427687e-06,1.0809312858542706,중립
결정변수/NNG,11,22,33,1.7301500669253503e-06,4.344514467924351e-06,0.39823784215683655,비둘기파
재정/NNG;건전성/NNG;우려/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
위험/NNG;성장/NNG;하방/NNG;위험/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
급히/MAG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
넓힌/VV,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
옵션시장/NNG,32,1,33,5.033163831055565e-06,1.9747793036019777e-07,25.48722189803754,매파
자릿/MAG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
들려오/VV,21,12,33,3.3030137641302143e-06,2.369735164322373e-06,1.3938324475489279,매파
안정성/NNG;저하/NNG,15,18,33,2.359295545807296e-06,3.55460274648356e-06,0.6637297369280609,비둘기파
밑그림/NNG,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
신용위험/NNG;경계/NNG,12,21,33,1.8874364366458367e-06,4.147036537564153e-06,0.4551289624649561,비둘기파
주택가격/NNG;회복/NNG,27,6,33,4.246731982453133e-06,1.1848675821611866e-06,3.584140579411529,매파
맞대응/NNG,21,12,33,3.3030137641302143e-06,2.369735164322373e-06,1.3938324475489279,매파
결제비중/NNG,12,21,33,1.8874364366458367e-06,4.147036537564153e-06,0.4551289624649561,비둘기파
극우파/NNG,9,24,33,1.4155773274843776e-06,4.739470328644746e-06,0.29867838161762744,비둘기파
항소/NNG,16,17,33,2.5165819155277823e-06,3.357124816123362e-06,0.7496241734716923,비둘기파
경기/NNG;견조/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
년대말/NNG,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
원본/NNG,15,18,33,2.359295545807296e-06,3.55460274648356e-06,0.6637297369280609,비둘기파
수요/NNG;증가/NNG;확대/NNG,21,12,33,3.3030137641302143e-06,2.369735164322373e-06,1.3938324475489279,매파
회복/NNG;둔화/NNG,16,17,33,2.5165819155277823e-06,3.357124816123362e-06,0.7496241734716923,비둘기파
전망/NNG;소폭/MAG;상향/NNG,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
변조/NNG,29,4,33,4.5613047218941055e-06,7.899117214407911e-07,5.77444871127413,매파
디자이너/NNG,19,14,33,2.9884410246892415e-06,2.7646910250427687e-06,1.0809312858542706,중립
단인/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
헤드라인/NNG;물가/NNG;상승/NNG,14,19,33,2.2020091760868095e-06,3.7520806768437577e-06,0.5868768200206012,비둘기파
절대로/MAG,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
사철/NNG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
지표/NNG;견조/NNG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
전망/NNG;우려/NNG,17,16,33,2.6738682852482687e-06,3.1596468857631643e-06,0.8462554145832777,중립
제조업/NNG;위축/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
판촉/NNG,25,8,33,3.93215924301216e-06,1.5798234428815822e-06,2.4889865134802283,매파
수익증권/NNG;증가/NNG,13,20,33,2.044722806366323e-06,3.949558607203955e-06,0.5177091948038876,비둘기파
인플레이션/NNG;떨어/VV,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
난색/NNG,18,15,33,2.831154654968755e-06,2.9621689554029665e-06,0.9557708211764077,중립
휘발유/NNG;가격/NNG;상승/NNG,20,13,33,3.145727394409728e-06,2.567213094682571e-06,1.2253472066364202,중립
여력/NNG;축소/NNG,15,18,33,2.359295545807296e-06,3.55460274648356e-06,0.6637297369280609,비둘기파
